# Per-city monthly history, built by scripts/import-rdc-history.mjs from
# Realtor.com's ZIP history file. One row per city per month.
# Aggregated identically to the current month (scripts/rdc-shared.mjs).
# zipCount is how many ZIPs reported that month; a change in it can move the
# median for reasons that have nothing to do with the market.
# Columns: slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
slug,month,medianPrice,pricePerSqft,daysOnMarket,activeListings,zipCount
franklin,202402,499225,215,32,41,1
franklin,202403,499900,219,27,54,1
franklin,202404,479950,215,30,63,1
franklin,202405,482450,205,29,64,1
franklin,202406,454900,207,30,73,1
franklin,202407,440225,213,24,72,1
franklin,202408,449900,215,29,78,1
franklin,202409,471150,225,35,75,1
franklin,202410,467400,222,30,74,1
franklin,202411,449900,226,36,71,1
franklin,202412,448900,228,46,44,1
franklin,202501,429900,227,52,43,1
franklin,202502,422400,218,30,40,1
franklin,202503,437500,226,27,45,1
franklin,202504,472250,223,29,45,1
franklin,202505,450000,227,23,61,1
franklin,202506,458675,230,27,72,1
franklin,202507,452564,219,23,80,1
franklin,202508,445555,210,23,110,1
franklin,202509,452475,214,31,116,1
franklin,202510,426190,214,37,99,1
franklin,202511,425000,209,36,85,1
franklin,202512,399425,209,46,60,1
franklin,202601,400000,215,38,55,1
franklin,202602,476200,215,35,52,1
franklin,202603,449900,218,33,51,1
franklin,202604,449900,218,34,55,1
franklin,202605,507450,217,24,68,1
franklin,202606,494850,222,32,77,1
shorewood,201607,329950,165,46,132,1
shorewood,201608,329925,163,57,123,1
shorewood,201609,337450,168,60,129,1
shorewood,201610,319900,165,61,130,1
shorewood,201611,332050,165,65,116,1
shorewood,201612,345000,165,82,91,1
shorewood,201701,369900,162,90,75,1
shorewood,201702,334900,162,63,88,1
shorewood,201703,349900,166,36,109,1
shorewood,201704,332394,163,40,120,1
shorewood,201705,337400,163,37,130,1
shorewood,201706,366238,171,37,125,1
shorewood,201707,384900,171,46,119,1
shorewood,201708,378675,176,50,110,1
shorewood,201709,379900,171,56,104,1
shorewood,201710,379900,170,46,114,1
shorewood,201711,349900,169,53,102,1
shorewood,201712,352400,169,74,80,1
shorewood,201801,409950,168,85,70,1
shorewood,201802,446975,182,41,75,1
shorewood,201803,399000,184,31,89,1
shorewood,201804,389450,182,36,107,1
shorewood,201805,374900,182,40,111,1
shorewood,201806,369000,179,43,96,1
shorewood,201807,364900,176,55,92,1
shorewood,201808,344900,175,40,96,1
shorewood,201809,356000,182,35,94,1
shorewood,201810,342400,180,48,91,1
shorewood,201811,375725,179,54,81,1
shorewood,201812,342000,174,65,65,1
shorewood,201901,361950,176,64,56,1
shorewood,201902,372875,189,37,66,1
shorewood,201903,411357,190,36,80,1
shorewood,201904,462450,186,36,97,1
shorewood,201905,432175,186,38,101,1
shorewood,201906,400000,188,39,108,1
shorewood,201907,419000,194,45,98,1
shorewood,201908,394964,189,45,99,1
shorewood,201909,391609,188,46,97,1
shorewood,201910,386650,187,46,96,1
shorewood,201911,379900,190,65,79,1
shorewood,201912,415000,191,72,55,1
shorewood,202001,465500,197,71,48,1
shorewood,202002,410000,196,30,64,1
shorewood,202003,378675,197,29,78,1
shorewood,202004,362400,189,34,71,1
shorewood,202005,400000,196,39,92,1
shorewood,202006,406000,196,44,97,1
shorewood,202007,399900,195,37,97,1
shorewood,202008,404450,197,42,92,1
shorewood,202009,414900,198,41,72,1
shorewood,202010,409450,190,37,68,1
shorewood,202011,394450,192,47,63,1
shorewood,202012,394450,202,56,59,1
shorewood,202101,379000,191,47,39,1
shorewood,202102,392400,198,33,39,1
shorewood,202103,454950,190,21,43,1
shorewood,202104,429900,188,23,59,1
shorewood,202105,432000,206,23,67,1
shorewood,202106,450575,209,25,78,1
shorewood,202107,397000,195,28,69,1
shorewood,202108,399700,194,30,63,1
shorewood,202109,406450,194,32,72,1
shorewood,202110,384900,194,30,74,1
shorewood,202111,363650,200,37,60,1
shorewood,202112,364950,208,51,46,1
shorewood,202201,412500,210,37,39,1
shorewood,202202,469175,200,29,40,1
shorewood,202203,478000,218,35,36,1
shorewood,202204,487450,220,22,36,1
shorewood,202205,549975,230,22,47,1
shorewood,202206,549975,227,29,50,1
shorewood,202207,494450,222,28,55,1
shorewood,202208,484900,214,29,58,1
shorewood,202209,469900,215,34,48,1
shorewood,202210,462450,203,49,42,1
shorewood,202211,449450,217,36,37,1
shorewood,202212,407400,204,42,35,1
shorewood,202301,353750,207,44,22,1
shorewood,202302,361250,202,31,29,1
shorewood,202303,407475,211,38,26,1
shorewood,202304,445000,239,30,27,1
shorewood,202305,449450,234,24,27,1
shorewood,202306,453950,228,23,28,1
shorewood,202307,499900,214,19,39,1
shorewood,202308,464900,212,26,40,1
shorewood,202309,489000,230,29,41,1
shorewood,202310,477400,234,29,43,1
shorewood,202311,499225,242,33,44,1
shorewood,202312,477400,252,39,28,1
shorewood,202401,520000,249,24,28,1
shorewood,202402,564475,255,31,37,1
shorewood,202403,614450,256,27,50,1
shorewood,202404,587450,240,30,59,1
shorewood,202405,612400,243,45,51,1
shorewood,202406,579900,237,30,56,1
shorewood,202407,567450,253,30,45,1
shorewood,202408,524950,257,31,46,1
shorewood,202409,509313,259,32,49,1
shorewood,202410,552400,264,34,41,1
shorewood,202411,499900,261,41,33,1
shorewood,202412,435000,270,45,27,1
shorewood,202501,438725,266,27,20,1
shorewood,202502,544900,270,23,28,1
shorewood,202503,544900,259,23,36,1
shorewood,202504,583725,263,23,41,1
shorewood,202505,549000,251,23,50,1
shorewood,202506,620000,243,24,48,1
shorewood,202507,556975,236,29,43,1
shorewood,202508,490000,248,25,42,1
shorewood,202509,488250,251,29,43,1
shorewood,202510,519225,248,33,42,1
shorewood,202511,529000,247,47,26,1
shorewood,202512,479650,241,48,23,1
shorewood,202601,462500,247,43,19,1
shorewood,202602,571725,244,29,28,1
shorewood,202603,599900,258,30,34,1
shorewood,202604,564388,249,33,30,1
shorewood,202605,564000,249,29,35,1
shorewood,202606,562000,272,29,49,1
whitefish-bay,201607,350000,154,51,253,1
whitefish-bay,201608,349950,153,62,240,1
whitefish-bay,201609,360725,158,60,236,1
whitefish-bay,201610,419900,161,63,218,1
whitefish-bay,201611,414500,160,70,192,1
whitefish-bay,201612,389000,168,78,150,1
whitefish-bay,201701,427500,171,64,131,1
whitefish-bay,201702,437500,174,37,165,1
whitefish-bay,201703,448500,172,36,180,1
whitefish-bay,201704,444450,171,41,179,1
whitefish-bay,201705,439000,170,41,190,1
whitefish-bay,201706,426175,166,38,203,1
whitefish-bay,201707,424900,164,43,209,1
whitefish-bay,201708,424975,166,52,198,1
whitefish-bay,201709,424900,162,57,180,1
whitefish-bay,201710,424900,162,54,179,1
whitefish-bay,201711,419900,162,66,160,1
whitefish-bay,201712,421950,162,80,126,1
whitefish-bay,201801,448675,161,68,118,1
whitefish-bay,201802,434000,169,31,162,1
whitefish-bay,201803,460000,170,37,186,1
whitefish-bay,201804,449725,168,43,184,1
whitefish-bay,201805,449000,170,41,198,1
whitefish-bay,201806,442450,170,41,198,1
whitefish-bay,201807,426975,165,45,201,1
whitefish-bay,201808,424950,165,51,192,1
whitefish-bay,201809,435000,166,52,189,1
whitefish-bay,201810,417400,166,51,177,1
whitefish-bay,201811,395950,166,53,165,1
whitefish-bay,201812,379900,162,63,143,1
whitefish-bay,201901,369950,165,56,132,1
whitefish-bay,201902,399900,166,32,174,1
whitefish-bay,201903,408471,166,36,181,1
whitefish-bay,201904,459900,167,41,187,1
whitefish-bay,201905,468350,173,40,184,1
whitefish-bay,201906,435000,167,40,185,1
whitefish-bay,201907,434500,169,47,181,1
whitefish-bay,201908,423364,168,49,169,1
whitefish-bay,201909,420909,166,47,167,1
whitefish-bay,201910,420973,164,46,165,1
whitefish-bay,201911,435000,165,50,143,1
whitefish-bay,201912,454450,175,60,119,1
whitefish-bay,202001,439725,175,61,105,1
whitefish-bay,202002,430000,169,40,136,1
whitefish-bay,202003,433750,171,39,156,1
whitefish-bay,202004,436225,174,43,160,1
whitefish-bay,202005,449000,175,47,154,1
whitefish-bay,202006,464950,180,40,157,1
whitefish-bay,202007,474950,185,37,153,1
whitefish-bay,202008,429945,175,35,156,1
whitefish-bay,202009,398475,171,39,143,1
whitefish-bay,202010,399700,177,43,122,1
whitefish-bay,202011,399800,177,43,109,1
whitefish-bay,202012,399900,172,49,79,1
whitefish-bay,202101,393500,179,44,74,1
whitefish-bay,202102,414925,194,33,70,1
whitefish-bay,202103,499450,200,33,67,1
whitefish-bay,202104,439225,197,23,83,1
whitefish-bay,202105,429000,194,28,92,1
whitefish-bay,202106,429750,200,27,107,1
whitefish-bay,202107,417450,194,26,122,1
whitefish-bay,202108,399900,187,35,111,1
whitefish-bay,202109,399925,198,31,100,1
whitefish-bay,202110,389900,197,32,100,1
whitefish-bay,202111,381175,194,44,84,1
whitefish-bay,202112,422675,198,57,55,1
whitefish-bay,202201,438000,201,51,46,1
whitefish-bay,202202,440200,214,22,59,1
whitefish-bay,202203,461175,224,25,65,1
whitefish-bay,202204,499650,206,23,57,1
whitefish-bay,202205,525000,207,19,63,1
whitefish-bay,202206,529725,218,22,80,1
whitefish-bay,202207,524950,216,23,88,1
whitefish-bay,202208,476250,204,32,79,1
whitefish-bay,202209,457450,204,32,68,1
whitefish-bay,202210,449900,206,30,54,1
whitefish-bay,202211,437400,207,32,57,1
whitefish-bay,202212,489500,204,48,40,1
whitefish-bay,202301,597425,202,48,36,1
whitefish-bay,202302,606225,214,25,47,1
whitefish-bay,202303,649975,239,30,48,1
whitefish-bay,202304,650000,239,31,42,1
whitefish-bay,202305,569000,237,22,52,1
whitefish-bay,202306,554450,240,22,68,1
whitefish-bay,202307,585000,238,30,62,1
whitefish-bay,202308,583725,254,29,56,1
whitefish-bay,202309,515000,245,26,64,1
whitefish-bay,202310,496750,238,30,69,1
whitefish-bay,202311,499950,238,30,66,1
whitefish-bay,202312,499900,238,41,40,1
whitefish-bay,202401,506200,249,40,34,1
whitefish-bay,202402,656725,253,21,43,1
whitefish-bay,202403,659900,261,23,57,1
whitefish-bay,202404,584750,259,32,64,1
whitefish-bay,202405,628500,251,29,71,1
whitefish-bay,202406,550000,246,34,73,1
whitefish-bay,202407,536250,241,30,66,1
whitefish-bay,202408,549900,242,30,66,1
whitefish-bay,202409,542863,238,23,74,1
whitefish-bay,202410,528000,226,29,91,1
whitefish-bay,202411,499900,230,42,89,1
whitefish-bay,202412,498675,231,52,71,1
whitefish-bay,202501,514500,232,65,52,1
whitefish-bay,202502,549900,251,23,53,1
whitefish-bay,202503,550000,251,30,54,1
whitefish-bay,202504,644675,271,27,63,1
whitefish-bay,202505,589000,261,23,88,1
whitefish-bay,202506,577000,250,31,87,1
whitefish-bay,202507,626200,262,29,81,1
whitefish-bay,202508,634900,256,31,70,1
whitefish-bay,202509,599900,263,30,81,1
whitefish-bay,202510,587450,252,35,79,1
whitefish-bay,202511,550000,250,45,67,1
whitefish-bay,202512,497250,239,53,54,1
whitefish-bay,202601,527500,250,58,40,1
whitefish-bay,202602,647250,253,35,47,1
whitefish-bay,202603,629500,261,33,62,1
whitefish-bay,202604,704900,269,37,58,1
whitefish-bay,202605,682000,273,26,78,1
whitefish-bay,202606,599900,265,32,77,1
glendale,201607,73450,62,60,181,1
glendale,201608,70500,63,60,183,1
glendale,201609,66450,58,58,185,1
glendale,201610,65000,57,57,194,1
glendale,201611,65000,56,62,177,1
glendale,201612,64900,55,72,158,1
glendale,201701,59950,51,67,151,1
glendale,201702,61500,53,55,154,1
glendale,201703,66500,55,53,154,1
glendale,201704,73200,57,38,171,1
glendale,201705,79700,60,43,165,1
glendale,201706,77450,61,44,170,1
glendale,201707,77450,61,50,173,1
glendale,201708,72450,62,54,164,1
glendale,201709,75000,64,52,175,1
glendale,201710,74400,63,52,177,1
glendale,201711,79900,67,65,153,1
glendale,201712,78000,68,85,120,1
glendale,201801,74075,67,75,97,1
glendale,201802,76500,63,41,102,1
glendale,201803,79900,67,37,121,1
glendale,201804,75950,66,35,128,1
glendale,201805,93450,75,39,111,1
glendale,201806,99900,80,39,125,1
glendale,201807,94450,79,43,124,1
glendale,201808,86500,76,38,132,1
glendale,201809,96550,82,43,130,1
glendale,201810,98442,81,45,137,1
glendale,201811,86200,75,48,136,1
glendale,201812,92000,76,53,123,1
glendale,201901,85950,75,55,125,1
glendale,201902,88400,76,43,129,1
glendale,201903,88829,78,43,136,1
glendale,201904,84579,76,45,141,1
glendale,201905,84900,78,39,130,1
glendale,201906,86200,80,39,130,1
glendale,201907,88200,80,38,126,1
glendale,201908,87382,79,37,130,1
glendale,201909,91105,80,38,135,1
glendale,201910,93586,81,38,140,1
glendale,201911,98900,81,46,138,1
glendale,201912,89900,80,59,123,1
glendale,202001,87450,76,58,121,1
glendale,202002,86000,77,51,124,1
glendale,202003,95300,82,45,148,1
glendale,202004,96850,84,44,150,1
glendale,202005,99800,89,53,142,1
glendale,202006,109900,89,50,125,1
glendale,202007,129175,95,46,100,1
glendale,202008,129900,98,31,90,1
glendale,202009,122475,94,30,109,1
glendale,202010,120000,94,33,102,1
glendale,202011,116950,98,29,96,1
glendale,202012,104700,94,36,98,1
glendale,202101,89950,85,47,81,1
glendale,202102,86750,85,43,91,1
glendale,202103,101175,88,43,95,1
glendale,202104,104950,85,36,87,1
glendale,202105,114450,95,30,85,1
glendale,202106,129900,104,22,106,1
glendale,202107,124900,103,24,142,1
glendale,202108,129900,106,39,147,1
glendale,202109,142400,109,39,135,1
glendale,202110,149900,109,35,125,1
glendale,202111,129925,104,36,122,1
glendale,202112,120925,104,45,111,1
glendale,202201,123375,104,45,93,1
glendale,202202,127450,105,37,110,1
glendale,202203,129000,104,39,111,1
glendale,202204,124700,105,30,107,1
glendale,202205,120000,109,33,107,1
glendale,202206,126450,115,31,107,1
glendale,202207,125000,115,30,116,1
glendale,202208,137950,115,34,127,1
glendale,202209,130000,110,41,119,1
glendale,202210,134800,112,38,99,1
glendale,202211,137625,112,35,107,1
glendale,202212,134800,107,43,88,1
glendale,202301,132950,105,41,72,1
glendale,202302,129750,104,29,80,1
glendale,202303,117850,103,37,81,1
glendale,202304,130000,105,31,82,1
glendale,202305,139675,114,30,83,1
glendale,202306,136200,114,34,82,1
glendale,202307,129900,114,25,107,1
glendale,202308,127425,114,32,120,1
glendale,202309,129900,114,31,125,1
glendale,202310,129900,112,38,125,1
glendale,202311,144500,116,36,120,1
glendale,202312,142450,116,42,114,1
glendale,202401,139175,113,45,101,1
glendale,202402,148175,114,45,92,1
glendale,202403,150000,114,29,97,1
glendale,202404,149950,118,32,101,1
glendale,202405,149900,122,33,120,1
glendale,202406,148650,120,44,128,1
glendale,202407,160500,124,30,100,1
glendale,202408,171000,126,29,105,1
glendale,202409,169925,129,33,105,1
glendale,202410,162500,129,34,116,1
glendale,202411,159950,133,39,118,1
glendale,202412,152475,128,43,99,1
glendale,202501,150000,129,40,92,1
glendale,202502,151725,129,39,93,1
glendale,202503,149950,129,34,102,1
glendale,202504,149925,131,34,96,1
glendale,202505,161950,133,29,104,1
glendale,202506,169700,137,30,106,1
glendale,202507,171175,136,30,105,1
glendale,202508,169900,136,33,111,1
glendale,202509,158225,137,32,129,1
glendale,202510,165950,140,35,139,1
glendale,202511,167450,137,37,126,1
glendale,202512,165450,134,53,104,1
glendale,202601,169250,135,64,90,1
glendale,202602,177450,143,36,106,1
glendale,202603,167475,143,35,101,1
glendale,202604,156975,142,38,107,1
glendale,202605,169450,141,34,115,1
glendale,202606,168225,141,36,103,1
hales-corners,201607,239900,133,45,32,1
hales-corners,201608,234900,134,42,35,1
hales-corners,201609,229450,137,44,37,1
hales-corners,201610,225000,142,59,37,1
hales-corners,201611,224900,142,64,31,1
hales-corners,201612,242000,140,72,25,1
hales-corners,201701,237425,139,91,24,1
hales-corners,201702,242450,140,83,25,1
hales-corners,201703,237400,141,31,31,1
hales-corners,201704,234900,133,35,34,1
hales-corners,201705,254450,134,47,35,1
hales-corners,201706,250425,138,49,31,1
hales-corners,201707,259500,144,33,28,1
hales-corners,201708,264975,141,45,32,1
hales-corners,201709,237450,140,39,34,1
hales-corners,201710,231450,137,51,28,1
hales-corners,201711,239900,127,62,17,1
hales-corners,201712,269900,124,66,10,1
hales-corners,201801,269900,127,79,11,1
hales-corners,201802,259975,127,29,13,1
hales-corners,201803,259900,129,35,13,1
hales-corners,201804,264700,132,34,18,1
hales-corners,201805,247475,142,17,23,1
hales-corners,201806,246950,147,36,25,1
hales-corners,201807,234900,141,28,21,1
hales-corners,201808,267500,152,38,19,1
hales-corners,201809,270450,134,40,18,1
hales-corners,201810,278725,132,43,19,1
hales-corners,201811,280000,132,39,19,1
hales-corners,201812,277350,127,60,15,1
hales-corners,201901,278625,131,69,15,1
hales-corners,201902,258300,136,39,16,1
hales-corners,201903,250093,147,35,18,1
hales-corners,201904,251618,147,33,17,1
hales-corners,201905,259950,146,36,15,1
hales-corners,201906,268839,144,28,19,1
hales-corners,201907,266725,143,36,16,1
hales-corners,201908,269568,147,36,16,1
hales-corners,201909,269755,151,36,16,1
hales-corners,201910,267404,153,40,15,1
hales-corners,201911,282900,147,58,13,1
hales-corners,201912,248500,150,74,10,1
hales-corners,202001,245000,150,45,14,1
hales-corners,202002,250000,148,36,14,1
hales-corners,202003,249975,155,37,12,1
hales-corners,202004,266175,156,33,9,1
hales-corners,202005,272400,162,27,10,1
hales-corners,202006,259900,165,29,13,1
hales-corners,202007,257400,167,21,14,1
hales-corners,202008,249900,156,31,13,1
hales-corners,202009,238675,157,24,15,1
hales-corners,202010,239900,156,29,17,1
hales-corners,202011,255000,156,36,13,1
hales-corners,202012,250875,152,54,6,1
hales-corners,202101,336950,151,45,4,1
hales-corners,202102,322450,157,20,7,1
hales-corners,202103,257400,173,24,7,1
hales-corners,202104,277812,195,16,6,1
hales-corners,202105,279000,180,22,11,1
hales-corners,202106,324900,154,19,14,1
hales-corners,202107,304900,162,33,15,1
hales-corners,202108,311150,162,23,22,1
hales-corners,202109,291150,170,31,19,1
hales-corners,202110,289900,167,27,14,1
hales-corners,202111,314900,163,33,9,1
hales-corners,202112,283725,184,32,11,1
hales-corners,202201,370000,179,29,5,1
hales-corners,202202,399900,163,21,6,1
hales-corners,202203,364675,177,30,7,1
hales-corners,202204,299900,193,21,9,1
hales-corners,202205,337400,170,23,14,1
hales-corners,202206,341950,169,30,9,1
hales-corners,202207,264950,173,40,9,1
hales-corners,202208,304925,176,17,10,1
hales-corners,202209,291825,180,28,9,1
hales-corners,202210,267450,183,21,8,1
hales-corners,202211,299963,154,37,7,1
hales-corners,202212,299900,148,37,5,1
hales-corners,202301,281175,145,28,3,1
hales-corners,202302,267500,157,23,4,1
hales-corners,202303,263700,138,26,3,1
hales-corners,202304,249900,180,17,8,1
hales-corners,202305,324975,204,24,4,1
hales-corners,202306,322400,223,16,3,1
hales-corners,202307,337950,209,19,7,1
hales-corners,202308,344871,199,21,8,1
hales-corners,202309,384900,225,22,6,1
hales-corners,202310,326950,208,20,7,1
hales-corners,202311,364900,204,32,5,1
hales-corners,202312,362450,221,28,5,1
hales-corners,202401,397450,186,60,3,1
hales-corners,202402,349900,202,102,1,1
hales-corners,202403,410000,202,15,7,1
hales-corners,202404,384975,218,25,10,1
hales-corners,202405,326150,196,21,8,1
hales-corners,202406,370000,183,26,8,1
hales-corners,202407,369950,204,18,10,1
hales-corners,202408,384450,209,32,11,1
hales-corners,202409,369450,207,28,11,1
hales-corners,202410,359750,214,25,12,1
hales-corners,202411,399000,211,26,9,1
hales-corners,202412,377200,222,27,9,1
hales-corners,202501,379900,225,51,7,1
hales-corners,202502,424950,223,32,7,1
hales-corners,202503,399900,224,26,7,1
hales-corners,202504,387400,223,21,9,1
hales-corners,202505,364950,222,28,8,1
hales-corners,202506,367100,212,23,10,1
hales-corners,202507,349950,207,26,6,1
hales-corners,202508,424900,216,29,6,1
hales-corners,202509,489900,220,25,4,1
hales-corners,202510,466125,231,18,7,1
hales-corners,202511,459900,215,17,9,1
hales-corners,202512,426225,211,41,7,1
hales-corners,202601,415000,209,66,7,1
hales-corners,202602,459450,226,19,8,1
hales-corners,202603,469900,223,26,6,1
hales-corners,202604,469900,222,28,5,1
hales-corners,202605,570000,231,24,4,1
hales-corners,202606,449900,233,17,9,1
cudahy,201607,129900,98,54,83,1
cudahy,201608,129950,96,47,80,1
cudahy,201609,137550,97,51,81,1
cudahy,201610,136450,97,56,77,1
cudahy,201611,134775,98,58,77,1
cudahy,201612,133000,97,63,66,1
cudahy,201701,131350,98,67,58,1
cudahy,201702,133475,96,59,51,1
cudahy,201703,137400,96,47,52,1
cudahy,201704,137400,100,30,66,1
cudahy,201705,138075,100,31,78,1
cudahy,201706,140200,101,36,74,1
